"Record ID","Nome da empresa","Proprietário da empresa","Data de criação","Número de telefone","Data da última atividade","Cidade","País/Região","Setor","Valor da venda recente","Valor total dos negócios abertos"
"8045680253","Mãe de Deus","","2022-02-28 23:43","","","Porto Alegre","Brazil","Hospital e cuidados de saúde","",""
"8045651224","Colchões Castor","","2022-02-28 23:43"," +55 (47) 3349-5005","","Itajaí","Brazil","","",""
"8046577289","Medley","","2022-02-28 23:43","551921178227","","Campinas","Brazil","Farmacêutica","",""
"8045811298","Grupo Bigfer","","2022-02-28 23:43"," +55 54 2109-2940","","","Brazil","Mobília","",""
"8046503045","Oaz","","2022-02-28 23:42","","","São Paulo","Brazil","","",""
"8046525271","VetBR Saúde Animal","Pedro Alvim","2022-02-28 23:42","","2022-04-01 16:00","","Brazil","","",""
"8046554423","Citycol","","2022-02-28 23:42","","","","Brazil","","",""
"8046612484","Arauco","","2022-02-28 23:42","","2022-03-25 10:50","Reston","Brazil","","",""
"8046688931","Fibraplac","","2022-02-28 23:42","55 51 3216 6466","","Porto Alegre","Brazil","Materiais de construção","",""
"8045580183","Pet Care","Leonardo Marinzek","2022-02-28 23:42","55 11 3050 2273","","Ibirapuera","Brazil","Hospital e cuidados de saúde","",""
"8046663567","Minalba Brasil","","2022-02-28 23:42","","","","Brazil","","",""
"8049965114","Damyller","","2022-02-28 23:42","","","Brasília","Brazil","Varejo","",""
"8045606579","Lojas Nalin","","2022-02-28 23:42","","","","Brazil","Varejo","",""
"8016049427","Ilumisol Energia Solar","","2022-02-25 11:16","","","","Brazil","Renováveis ​​e meio ambiente","",""
"8016703893","Banparanet","","2022-02-25 11:16","","2022-03-25 11:27","","Brazil","","",""
"8016730505","Carajás","Israel Tischler","2022-02-25 11:16"," +55 (83) 4009-3600","","Cabedelo","Brazil","","",""
"8016670809","Samedil Servico De Atendimento Medico","","2022-02-25 11:16","","","","Brazil","Saúde, bem-estar e fitness","",""
"8016703892","Pellegrino Distribuidora de Autopeças Ltda","","2022-02-25 11:16","55 11 2171 7900","","Sao Paulo","Brazil","Atacado","",""
"8016617778","DPK","","2022-02-25 11:16","","2022-03-24 17:09","","Brazil","Automotivo","",""
"8016670808","Cobra Rolamentos e Autopeças","","2022-02-25 11:16"," +55 800 16 3333","","Sao Paulo","Brazil","Automotivo","",""
"8016770440","Grupo Elizabeth","","2022-02-25 11:16","","","Conde","Brazil","Construção","",""
"8006320006","Nouryon","","2022-02-24 16:21","","","","Brazil","","",""
"8001719688","Altamogiana","","2022-02-24 10:10"," +551638101000","","São Joaquim Da Barra","Brazil","Produtos químicos","",""
"8001788015","CBN","","2022-02-24 10:10","","","","Brazil","Software de computador","",""
"8001788013","Grupo Priner","Pedro Alvim","2022-02-24 10:10"," +55 2 135443100","2022-03-28 14:05","Rio De Janeiro","Brazil","","",""
"8001764534","Network1","","2022-02-24 10:10"," +55 (11) 3049-0300","","São Paulo","Brazil","Redes de computadores","",""
"8001793802","CHINA CONSTRUCTION BANK","","2022-02-24 10:10","","","Beijing","Brazil","Bancário","",""
"8001726630","LG lugar de gente","","2022-02-24 10:10","","","Aparecida De Goiânia","Brazil","Software de computador","",""
"8001751615","Banestes","","2022-02-24 10:10","","","Vila Velha","Brazil","Bancário","",""
"8001824048","HM","Israel Tischler","2022-02-24 10:10","","","Barretos","Brazil","","",""
"8001811883","Pacaembu Autopeças","","2022-02-24 10:10","551136185800","","Sao Paulo","Brazil","Automotivo","",""
"8001782549","Pósitron","","2022-02-24 10:10","","","Campinas","Brazil","Automotivo","",""
"8001804944","Ciplan","","2022-02-24 10:10","","2022-03-25 11:17","Setor Santa Genoveva","Brazil","Materiais de construção","",""
"8001739130","EPTV","","2022-02-24 10:10","55 19 3776 6400","2022-03-25 12:06","Campinas","Brazil","","",""
"8001804943","MAHLE GmbH","","2022-02-24 10:10","","","Stuttgart","","Automotivo","",""
"8001757846","Grupo Barigui","","2022-02-24 10:10","","","Curitiba","Brazil","Automotivo","",""
"8001811881","A casa brasileira","Lucas Galante","2022-02-24 10:10","","","","Brazil","","",""
"8001799260","Arteb","","2022-02-24 10:10","55 11 4341 9896","","Sao Bernardo Do Campo","Brazil","Automotivo","",""
"8001739129","Domingues e Pinho Contadores","","2022-02-24 10:10"," +55 21 3231-3700","2022-03-18 08:28","","Brazil","Contabilidade","",""
"8001739128","Fras-le","","2022-02-24 10:10"," +551138713676","2022-07-14 17:27","Northville","Brazil","Automotivo","",""
"8001782548","Unipar Sert Metal","","2022-02-24 10:10","","","Paducah","Brazil","Produtos químicos","",""
"8001744181","Voepass","","2022-02-24 10:10","551733226772","","Ribeirao Preto","Brazil","Linhas aéreas/aviação","",""
"8001764532","Inframerica S/A","","2022-02-24 10:10","","","","Brazil","","",""
"8001770931","Aeroporto Internacional de Viracopos","","2022-02-24 10:10","55 19 3725 5000","","Campinas","Brazil","","",""
"8001793800","Mangels Industrial S.A.","","2022-02-24 10:10","","2022-03-28 18:23","Manaus","Brazil","","",""
"8001739127","natto-br.com","","2022-02-24 10:10","","","","","","",""
"8001714023","Rede Bahia","","2022-02-24 10:10","","","Salvador","Brazil","","",""
"8001690287","SK Automotive","","2022-02-24 10:10","","","São Paulo","Brazil","Automotivo","",""
"8001757845","Maxion Structural Components","","2022-02-24 10:10","","","Cruzeiro","Brazil","Automotivo","",""
"7990394526","Oakberry","","2022-02-23 11:23","","","Fairfield","Brazil","","",""
"7990353003","Naia Capital","","2022-02-23 11:22"," +55 11 3508-9033","2022-02-23 13:52","","Brazil","","",""
"7982801077","Neoway","","2022-02-22 15:16","","2022-04-08 10:26","Florianópolis","Brazil","Software de computador","",""
"7983414174","AASP","","2022-02-22 15:16","","","São Paulo","Brazil","Serviços jurídicos","",""
"7984177291","Mazars","","2022-02-22 15:16"," +55 11 3524-4500","2022-03-18 17:44","Sao Paulo","Brazil","","",""
"7983461205","Adimax","","2022-02-22 15:16","","","","Brazil","","",""
"7983367088","Amcham-Brasil","","2022-02-22 15:16","","","Braslia","Brazil","","",""
"7984175258","Involves","","2022-02-22 15:16"," +55 48 3733-0500","","","Brazil","Software de computador","",""
"7983507255","Votorantim Energia","","2022-02-22 15:16","","","São Paulo","Brazil","Petróleo e energia","",""
"7983382456","Beep Saúde","","2022-02-22 15:16","","","Rio De Janeiro","Brazil","","",""
"7983289358","MIP Engenharia S/A","","2022-02-22 15:02","55 31 3036 5400","","Belo Horizonte","Brazil","Construção","",""
"7982799276","Medabil","","2022-02-22 15:02","","2022-03-21 11:00","Porto Alegre","Brazil","Construção","",""
"7983298890","Grupo NPE","","2022-02-22 15:02","","","","Brazil","","",""
"7982863733","Patrimar","Israel Tischler","2022-02-22 15:02","","","Belo Horizonte","Brazil","Imobiliária","",""
"7983435783","Marisol","Valéria Silva","2022-02-22 15:02","554733726137","","Jaragua do Sul","Brazil","Têxteis","",""
"7981000108","KPMG","","2022-02-22 10:01","","2022-04-27 12:39","Sao Paulo","Brazil","","",""
"7980933542","Sistema de Ensino Positivo","","2022-02-22 10:01","","","Curitiba","Brazil","Publicação","",""
"7981020977","Siemens","Julia Borges","2022-02-22 10:01"," +49 89 63632474","","Munich","Germany","Fabricação elétrica/eletrônica","",""
"7981040455","Bio Ritmo","Israel Tischler","2022-02-22 10:01","","2022-03-25 16:25","Sao Paulo","Brazil","Instalações e serviços recreativos","",""
"7981574820","PETRO RIO S.A.","","2022-02-22 10:01"," +55 2 137213800","","Rio De Janeiro","Brazil","","",""
"7980933541","VAGAS.com","","2022-02-22 10:01","","2023-06-01 10:00","São Paulo","Brazil","Software de computador","",""
"7980926812","Edupass","","2022-02-22 10:01"," +55 11 4780-4898","2022-03-17 19:14","","Brazil","","",""
"7980921985","Ford Motor Company","","2022-02-22 10:01"," +1 313-322-3000","","Dearborn","United States","Automotivo","",""
"7980987717","CNN","Israel Tischler","2022-02-22 10:01","","2022-09-23 11:31","São Paulo","Brazil","","",""
"7981034005","PwC","Leonardo Marinzek","2022-02-22 10:01","","","London","","Contabilidade","",""
"7981027854","Femme laboratórios","Julia Borges","2022-02-22 10:01","","","Sao Paulo","Brazil","Hospital e cuidados de saúde","",""
"7980967968","Ticket","","2022-02-22 10:01","","","Barueri","Brazil","Bancário","",""
"7980961287","hyundai-brasil","Lucas Galante","2022-02-22 10:01","","","São Paulo","Brazil","","",""
"7981000107","Ultracargo","","2022-02-22 10:01","55 11 3177 6215","","São Paulo","Brazil","Logística e cadeia de suprimento","",""
"7980967967","ANBIMA","Leonardo Marinzek","2022-02-22 10:01","","2023-04-24 10:18","São Paulo","Brazil","Mercados de capitais","",""
"7980980592","Platos Educação","Pedro Alvim","2022-02-22 10:01","","2022-03-14 13:03","","Brazil","","",""
"7980994093","Booking.com","","2022-02-22 10:01","","","Amsterdam","Netherlands","Lazer, viagens e turismo","",""
"7981034004","Promon S.A.","","2022-02-22 10:01","","","São Paulo","Brazil","","",""
"7975981475","Grupo Hospitalar Conceição","","2022-02-21 17:41","","","","Brazil","","",""
"7975743300","Construtora Canopus","","2022-02-21 16:14","","2022-03-17 19:38","Belo Horizonte","Brazil","Construção","",""
"7975842981","EMBRAED Empreendimentos","","2022-02-21 16:14","","","Balneário Camboriú","Brazil","Construção","",""
"7975291397","MAC Construtora e Incorporadora","","2022-02-21 16:14"," +55 11 3817-0080","","São Paulo","Brazil","Construção","",""
"7975743297","Cesbe S.A.","","2022-02-21 16:14"," +55 41 3330-4700","","Curitiba","Brazil","Construção","",""
"7975250467","Lyon Engenharia","","2022-02-21 16:14","","","","Brazil","","",""
"7975215024","Blukit","Israel Tischler","2022-02-21 16:14"," +55 47 99279-6519","","Blumenau","Brazil","Bens de consumo","",""
"7975876021","Lafaete","","2022-02-21 16:14","","","","Brazil","Construção","",""
"7975776155","Camargo Corrêa Infra","","2022-02-21 16:14","","","","Brazil","","",""
"7975291396","Carvalho Hosken S.A.","","2022-02-21 16:14","55 21 3416 9430","","Barra Da Tijuca","Brazil","Construção","",""
"7975833658","Lyx","","2022-02-21 16:14","","","","Brazil","","",""
"7975853382","Prestes","","2022-02-21 16:14","","","","Brazil","","",""
"7975743295","ADN Construtora e Incorporadora","","2022-02-21 16:14","","","","Brazil","","",""
"7975842979","Vitacon","Leonardo Marinzek","2022-02-21 16:14"," +55 11 3588-4101","","São Paulo","Brazil","Imobiliária","",""
"7966413454","Vianense","","2022-02-20 20:36"," +55 21 2668-5669","2022-03-17 19:11","","Brazil","","",""
"7966413453","PinheiroSupermercado","","2022-02-20 20:36","(85) 4008.2418","","Fortaleza","Brazil","","",""
"7966392954","Asun Supermercados","Julia Borges","2022-02-20 20:36","","2022-08-18 15:16","Gravataí","Brazil","","",""
"7966404904","Plasútil","","2022-02-20 20:36","","","Bauru","Brazil","Plásticos","",""
"7966072736","Grupo Vanguarda","","2022-02-20 20:36","","2022-04-04 14:27","","Brazil","","",""
"7951508810","Patriani","Julia Borges","2022-02-18 11:09"," +55 11 4318-0333","2022-08-24 11:11","São Paulo","Brazil","Imobiliária","",""
"7951366462","Imóveis Crédito Real","","2022-02-18 11:09","","2022-08-29 16:41","Porto Alegre","Brazil","Imobiliária","",""
"7951508809","Sonepar Brazil","","2022-02-18 11:09"," +55 11 2165-8244","","São Paulo","Brazil","Consultoria de gestão","",""
"7951525993","Grupo Kallas","","2022-02-18 11:09","55 11 3046 8499","","Sao Paulo","Brazil","","",""
"7951349288","Momentum Empreendimentos","","2022-02-18 11:09"," +55 15 4062-9398","","São Paulo","Brazil","Imobiliária","",""
"7951543222","Foxter","","2022-02-18 11:09"," +55 (51) 3083-7700","2022-03-07 13:33","Porto Alegre","Brazil","Imobiliária","",""
"7951492417","APSA","Camila Tribst (Deactivated User)","2022-02-18 11:09","","2022-04-04 16:00","Rio De Janeiro","Brazil","Imobiliária","",""
"7951349287","RNI","","2022-02-18 11:09","","","São Paulo","Brazil","Imobiliária","",""
"7951519822","Grupo GPS","Valéria Silva","2022-02-18 11:09","","2023-07-05 13:47","São Paulo","Brazil","","",""
"7951486734","Brio Incorporadora","","2022-02-18 11:09","","","Ribeirão Preto","Brazil","","",""
"7951537477","Nimbi","","2022-02-18 11:09"," +55 11 3135-8000","","Rio De Janeiro","Brazil","Logística e cadeia de suprimento","",""
"7951549022","Diálogo Engenharia","","2022-02-18 11:09"," +55 11 3506-0000","","","Brazil","Engenharia civil","",""
"7951543220","Unitapajos","","2022-02-18 11:09","","","","Brazil","","",""
"7951503242","Jtexpress","","2022-02-18 11:09","","","","Brazil","","",""
"7951508806","Wilson, Sons Limited","","2022-02-18 11:09","552121264222","","Hamilton Hm","Brazil","","",""
"7940861349","Cooperativa Agroindustrial dos Produtores Rurais do Sudoeste Goiano","","2022-02-17 10:32","","","Rio Verde","Brazil","Agricultura","",""
"7940797042","Sportradar","","2022-02-17 10:32","41 71 517 72 00","","St. Gallen","Switzerland","Software de computador","",""
"7940797041","Universal Music Group","","2022-02-17 10:32"," +1 310-865-5000","2022-03-10 19:13","Santa Monica","United States","Música","",""
"7940898970","Glu Mobile","","2022-02-17 10:32"," +1 415-800-6100","","San Francisco","United States","Software de computador","",""
"7940904477","BSBIOS","","2022-02-17 10:32","55 54 2103 7100","","Passo Fundo","Brazil","","",""
"7940848522","Rede Globo","","2022-02-17 10:32","551133622000","","São Paulo","Brazil","","",""
"7940898969","Daki","Pedro Alvim","2022-02-17 10:32","","2022-03-15 16:42","São Paulo","Brazil","","",""
"7940828498","Nortox SA","","2022-02-17 10:32","55 43 3274 8585","","Arapongas","Brazil","","",""
"7940898967","Bob´s","Julia Borges","2022-02-17 10:32","552125367500","2022-10-07 11:33","Rio de Janeiro","Brazil","Alimentos e bebidas","",""
"7940904476","Grupo Petrópolis","Julia Borges","2022-02-17 10:32","","","Petrópolis","Brazil","Alimentos e bebidas","",""
"7940873219","Agrex","Israel Tischler","2022-02-17 10:32","55 62 3018 2700","2022-08-29 16:37","Goiania","Brazil","","",""
"7940841115","IICA","","2022-02-17 10:32","","","San Isidro","Costa Rica","Ensino superior","",""
"7940835590","HBO","","2022-02-17 10:32","4042396600","","New York","United States","Meios de difusão","",""
"7940823569","tereos","","2022-02-17 10:32"," +33 3 28 38 79 30","","Origny-Sainte-Benoite","France","Produção de alimentos","",""
"7940803995","Gelnex Gelatin","","2022-02-17 10:32","3125774275","","Chicago","Brazil","Alimentos e bebidas","",""
"7940904475","Conservas Oderich SA","","2022-02-17 10:32"," +55 5 136351609","","Sao Sebastiao Do Cai","Brazil","","",""
"7940873218","Usina Alto Alegre S/A","","2022-02-17 10:32","55 44 3340 8000","","Colorado","Brazil","","",""
"7940835589","Dália Alimentos","","2022-02-17 10:32","(51) 3751.9000","","Encantado","Brazil","Alimentos e bebidas","",""
"7940978702","Kof","","2022-02-17 10:32","","","","Mexico","","",""
"7940892573","Galliance","","2022-02-17 10:32","","","","France","","",""
"7940848521","Band","Valéria Silva","2022-02-17 10:32","55 51 2101 0010","","Porto Alegre","Brazil","","",""
"7940873217","Uniggel Sementes","","2022-02-17 10:32","","","Chapadão Do Céu","Brazil","","",""
"7940873216","Asa Branca Industrial Comerc","","2022-02-17 10:32","","","Rio de Janeiro","Brazil","Logística e cadeia de suprimento","",""
"7940772366","Grupo Los Grobo","","2022-02-17 10:32","54 23 9545 9000","","Carlos Casares","Argentina","Produção de alimentos","",""
"7940828497","NBCUniversal","Pedro Alvim","2022-02-17 10:32","55 21 2503 7631","2022-03-16 16:33","Rio De Janeiro","Brazil","","",""
"7940978701","avinealimentos.com.br","","2022-02-17 10:32","","","","","","",""
"7932314172","Librelato S.A. Implementos Rodoviários","","2022-02-16 11:34","","","Orleans","United States","Transporte/caminhões/ferrovias","",""
"7932116298","KUEHNE + NAGEL INC","","2022-02-16 11:34","","","Feusisberg","","Logística e cadeia de suprimento","",""
"7931744432","Luft Logistics","","2022-02-16 11:34","","","Barueri","Brazil","Logística e cadeia de suprimento","",""
"7932116297","GEODIS","","2022-02-16 11:34"," +551126432000","2022-08-26 11:25","Levallois-Perret","France","Logística e cadeia de suprimento","",""
"7932137507","Expeditors","","2022-02-16 11:34"," +1 206-674-3400","2022-03-25 10:49","Seattle","United States","Logística e cadeia de suprimento","",""
"7932216928","Brink's Brazil","","2022-02-16 11:34","","","São Paulo","Brazil","Segurança e investigações","",""
"7931976783","Festval","","2022-02-16 11:34","","2022-03-03 12:17","Curitiba","Brazil","Varejo","",""
"7932312845","DSV","","2022-02-16 11:34","","2022-03-24 17:16","Hedehusene","Denmark","Entrega de pacotes/frete","",""
"7931795473","Grupo Jacomar","","2022-02-16 11:34","","","","Brazil","","",""
"7932137506","Reval","","2022-02-16 11:34","55 14 3664 9811","","Itapui","Brazil","Logística e cadeia de suprimento","",""
"7924889007","Tradimaq","","2022-02-15 16:06","","2022-03-25 10:48","","Brazil","Logística e cadeia de suprimento","",""
"7925009756","GYLOG","","2022-02-15 16:06"," +55 11 4205-8800","","","Brazil","","",""
"7925079383","MOVVI","","2022-02-15 16:06","","","","Brazil","","",""
"7924915530","TORA","","2022-02-15 16:06"," +55 31 2191-2466","","Contagem","Brazil","Transporte/caminhões/ferrovias","",""
"7925031782","TRANSPES","","2022-02-15 16:06"," +55 31 4009-0200","2022-03-18 18:19","B E T I M","Brazil","Logística e cadeia de suprimento","",""
"7925086607","Donizete Distribuidora","Israel Tischler","2022-02-15 16:06","","2022-04-12 10:08","Eusébio","Brazil","Logística e cadeia de suprimento","",""
"7924889005","Medicamental Distribuidora","","2022-02-15 16:06","","","Itumbiara","Brazil","Logística e cadeia de suprimento","",""
"7924212588","Porto Itapoá","Israel Tischler","2022-02-15 13:04","55 47 3443 8500","2022-08-10 08:00","Itapoa","Brazil","Transporte/caminhões/ferrovias","","445722.96"
"7924212587","Grupo Mirassol","","2022-02-15 13:04"," +55 11 2141-1211","","Guarulhos","Brazil","","",""
"7924237670","cvism.com.br","","2022-02-15 13:04","","","","","","",""
"7924258192","DHL","","2022-02-15 13:04","4349737264","2023-04-03 10:10","Bonn","Germany","Logística e cadeia de suprimento","",""
"7924182635","Roge Distribuidora","","2022-02-15 13:04"," +55 11 4417-7677","2022-02-24 17:19","São Paulo","Brazil","","",""
"7924190098","Asia Shipping Co Ltd","","2022-02-15 13:04","","","Doral","United States","","",""
"7924251740","Fiorde Logística Internacional","","2022-02-15 13:04","","","São Paulo","Brazil","","",""
"7924251739","FedEx","","2022-02-15 13:04"," +1 901-818-7500","","Memphis","United States","Transporte/caminhões/ferrovias","",""
"7924169394","DB SCHENKER","","2022-02-15 13:04","4103051147","","Essen","Germany","Logística e cadeia de suprimento","",""
"7924182632","Oniz Distribuidora Ltda","","2022-02-15 13:04","","2022-03-10 19:18","Passo Fundo","Brazil","Atacado","",""
"7924169393","Hidrovias do Brasil","","2022-02-15 13:04","","2022-03-04 16:55","São Paulo","Brazil","Logística e cadeia de suprimento","",""
"7924244054","Sequoia Soluções Logísticas","","2022-02-15 13:04"," +55 11 4391-8800","","Embu Das Artes","Brazil","","",""
"7924148630","Twl","","2022-02-15 13:04","","","","Brazil","","",""
"7924206126","Comexport","","2022-02-15 13:04","","","São Paulo","Brazil","Importar e exportar","",""
"7914651495","Ingredion","","2022-02-14 11:33"," +1 708-551-2600","","Westchester","United States","Produção de alimentos","",""
"7914643309","Enxuto Supermercados","Julia Borges","2022-02-14 11:33","","2022-07-07 18:27","Campinas","Brazil","Varejo","",""
"7914830200","Baumer","","2022-02-14 11:33","551136700000","","181","Brazil","Dispositivos médicos","",""
"7914647170","Natural da Terra","Leonardo Marinzek","2022-02-14 11:33","","","Sao Paulo","Brazil","","",""
"7914654997","Sabó","","2022-02-14 11:33","","2022-10-03 11:04","Sao Paulo","Brazil","Automotivo","",""
"7914632544","VLI Logística","","2022-02-14 11:33","55 31 3279 5891","2022-03-25 12:00","São Paulo","Brazil","Logística e cadeia de suprimento","",""
"7914868098","Sylvamo","Leonardo Marinzek","2022-02-14 11:33","","","","","","",""
"7914868096","Gruposemar","","2022-02-14 11:33","","2022-07-08 18:02","","Brazil","","",""
"7902360459","Afilio","","2022-02-11 18:14","55 21 2244 8888","2022-02-15 11:00","Sao Paulo","Brazil","Marketing e publicidade","",""
"7891294111","Companhia Tecidos Santanense","","2022-02-10 11:17","","2022-03-03 18:23","Montes Claros","Brazil","Têxteis","",""
"7890660717","CIGAM","","2022-02-10 11:17","","","Novo Hamburgo","Brazil","Software de computador","",""
"7891469143","Bandili Textil","Leonardo Marinzek","2022-02-10 11:17","","","","Brazil","Têxteis","",""
"7891414892","Vicunha Têxtil","","2022-02-10 11:17","","","Maracanaú","Brazil","Têxteis","",""
"7891453823","Cantustore","","2022-02-10 11:17","","","","Brazil","","",""
"7891446701","Cimento Nacional","","2022-02-10 11:17","55 81 2121 0300","","Recife","Brazil","Construção","",""
"7891414891","Aeris Energy","","2022-02-10 11:17","","","","Brazil","Renováveis ​​e meio ambiente","",""
"7891294110","Cimento Itambé","","2022-02-10 11:17","","","Curitiba","Brazil","Construção","",""
"7891294109","Grupo Cornélio Brennand","","2022-02-10 11:17","55 81 3272 4444","2022-03-11 20:40","Recife","Brazil","","",""
"7891390054","MAC Cosmetics","","2022-02-10 11:17","6463550296","","New York","United States","Cosméticos","",""
"7891382682","SANTISTA SA","","2022-02-10 11:17"," +55 11 2383-8800","","São Paulo","Brazil","Têxteis","",""
"7889290334","Ynner Treinamentos","","2022-02-10 08:00","","2022-02-24 19:49","","Brazil","Treinamento profissional e coaching","",""
"7879935240","Karsten S.A.","","2022-02-09 11:08"," +55 4 733314000","","Blumenau","Brazil","Têxteis","",""
"7879920812","Hipolabor","","2022-02-09 11:08","","2022-03-10 19:28","Belo Horizonte","Brazil","Farmacêutica","",""
"7879864395","Geolab","","2022-02-09 11:08","","","Anápolis","Brazil","Farmacêutica","",""
"7870402878","Chic e Elegante","","2022-02-08 13:18","","2022-02-15 09:05","Diadema","Brazil","Software de computador","",""
"7846439266","Rede Graal","Pedro Alvim","2022-02-07 14:27","","2022-05-17 17:31","S?o Paulo","Brazil","Restaurantes","",""
"7847305651","tembici","","2022-02-07 14:27","","2023-02-03 16:00","São Paulo","Brazil","","",""
"7845793645","Oscar Calçados","Lucas Galante","2022-02-07 14:27","","2023-06-16 17:13","São Paulo","Brazil","Varejo","",""
"7847367486","SumUp","","2022-02-07 14:27"," +1 888-250-2164","","Wilmington","United States","Serviços financeiros","",""
"7846416176","Supermercados Guanabara","","2022-02-07 14:27","55 53 3231 1188","2022-05-17 08:59","Rio Grande","Brazil","Supermercados","",""
"7847305649","Redeconomia de Supermercados","","2022-02-07 14:27","","","Rio De Janeiro","Brazil","","",""
"7847354915","Shift","","2022-02-07 14:27"," +55 11 3014-3223","","São Paulo","Brazil","Software de computador","",""
"7847256579","Solides Tecnologia","","2022-02-07 14:27","","","Belo Horizonte","Brazil","","",""
"7846405709","Smalvorada","","2022-02-07 14:27","","","","","","",""
"7847367477","Sanremo","","2022-02-07 14:27","","","Esteio","Brazil","Bens de consumo","",""
"7846426995","Dock","Valéria Silva","2022-02-07 14:27","","","São Paulo","Brazil","","",""
"7847367473","Apdata","","2022-02-07 14:27","4074035729","2022-03-03 18:43"," - Orlando","United States","Software de computador","",""
"7847305639","GSW Software","","2022-02-07 14:27"," +55 11 3044-5038","","São Paulo","Brazil","Tecnologia da informação e serviços","",""
"7847330159","Ornare","","2022-02-07 14:27"," +55 (71) 3267-8700","","Salvador","Brazil","Mobília","",""
"7847317029","Passarela","Gustavo Paulista","2022-02-07 14:27"," +55 11 4531-7952","","São Paulo","Brazil","Software de computador","",""
"7847266729","CISS S.A.","","2022-02-07 14:27","","","Dois Vizinhos","Brazil","Tecnologia da informação e serviços","",""
"7847305636","Imagem Geo","","2022-02-07 14:27"," +55 12 3946-8966","","São José Dos Campos","Brazil","Tecnologia da informação e serviços","",""
"7847379097","Pollux","","2022-02-07 14:27","","","Joinvile","Brazil","Software de computador","",""
"7846405702","Supermercados Mundial","","2022-02-07 14:27"," +55 (21) 2568-0364","","Rio De Janeiro","Brazil","","",""
"7847392548","Deal","","2022-02-07 14:27"," +55 11 5086-6060","","São Paulo","Brazil","","",""
"7847305630","Karne Keijo","","2022-02-07 14:27","","","","Brazil","","",""
"7847354895","7COMm","Camila Tribst (Deactivated User)","2022-02-07 14:27"," +55 11 3358-7700","2022-04-05 18:53","São Paulo","Brazil","Tecnologia da informação e serviços","",""
"7847428192","TQI Technology and Quality on Information","","2022-02-07 14:27","","","São Paulo","Brazil","Tecnologia da informação e serviços","",""
"7845793627","Becomex Consulting","","2022-02-07 14:27"," +55 11 2364-2199","","São Paulo","Brazil","","",""
"7847237949","Shop do Pé","","2022-02-07 14:27","","","","Brazil","","",""
"7845830815","ASA","","2022-02-07 14:27","","","Belo Jardim","Brazil","Alimentos e bebidas","",""
"7847379094","Solinftec","","2022-02-07 14:27","","2023-07-05 10:48","Araçatuba","Brazil","","",""
"7847305629","Datainfo","","2022-02-07 14:27","","","São Paulo","Brazil","Tecnologia da informação e serviços","",""
"7847330150","Florense","","2022-02-07 14:27","","2022-03-03 18:47","Houston","United States","Jogos de azar e cassinos","",""
"7847404616","Agroceres Multimix","","2022-02-07 14:27","","","Rio Claro","Brazil","","",""
"7845830814","Opentech","","2022-02-07 14:27","","","Joinville","Brazil","Software de computador","",""
"7847305628","Marba","","2022-02-07 14:27","55 11 4176 7000","","São Bernardo Do Campo","Brazil","Produção de alimentos","",""
"7846416163","Lider Interiores","","2022-02-07 14:27","","","Belo Horizonte","Brazil","","",""
"7846405699","Mirante (Tecnologia)","","2022-02-07 14:27","","","Brasilia","Brazil","Tecnologia da informação e serviços","",""
"7847291018","TO Brasil","","2022-02-07 14:27"," +55 21 2721-4101","","Rio de Janeiro","Brazil","","",""
"7845830813","e-Core","Israel Tischler","2022-02-07 14:27","","","Porto Alegre","","Tecnologia da informação e serviços","",""
"7824678492","Guardex Self Storage","","2022-02-04 17:39","","2022-02-04 17:40","Salvador","Brazil","","",""
"7818030341","Nemetz & Kuhnen Advocacia","","2022-02-03 20:01"," +55 47 3321-6529","","","Brazil","","",""
"7790487654","Nelogica","","2022-01-31 18:21","","","Porto Alegre","Brazil","Software de computador","",""
"7790487653","CCR","","2022-01-31 18:21","558007211012","","Rio De Janeiro","Brazil","","",""
"7791195807","Havanna","","2022-01-31 18:21","","","Mar del Plata","Argentina","Alimentos e bebidas","",""
"7791086352","Bloomin' Brands","Israel Tischler","2022-01-31 18:21","","","","Brazil","","",""
"7791202076","Positivo Tecnologia","Lucas Galante","2022-01-31 18:21","","2022-02-24 17:17","Curitiba","Brazil","","",""
"7791202075","Alphaville Urbanismo","","2022-01-31 18:21"," +55 11 3030-5100","","Sao Paulo","Brazil","","",""
"7791160429","DBServer","","2022-01-31 18:21"," +55 51 3322-6828","","Porto Alegre","Brazil","Software de computador","",""
"7791214347","Orguel","","2022-01-31 18:21","55 31 3271 1919","2022-03-07 18:17","Belo Horizonte","Brazil","","",""
"7791214346","Logicalis Group","","2022-01-31 18:21","","","Maidenhead","","Software de computador","",""
"7791052166","Dedalus Prime","","2022-01-31 17:55","","2022-02-01 10:34","São Paulo","Brazil","Software de computador","",""
"7788218437","gpkbrasil.com","","2022-01-31 12:11","","2022-02-09 15:00","","","","",""
"7782746778","Roca","","2022-01-29 19:27","","","Bardon Hill","United Kingdom","Materiais de construção","",""
"7782754585","Rede D'Or São Luiz","","2022-01-29 19:27","55 21 2529 4422","","Rio De Janeiro","Brazil","Hospital e cuidados de saúde","",""
"7782917508","Track&Field","Julia Borges","2022-01-29 19:27","","","","Brazil","","",""
"7782933889","Wavin","","2022-01-29 19:27","310384294911","","Zwolle","Netherlands","","",""
"7782739299","Besni","","2022-01-29 19:27","","2022-02-15 17:14","Sao Paulo","Brazil","","",""
